date,reflection,mood,energy,productivity,tags,date_parsed,raw_reflection,cleaned_reflection,tokens,word_count,character_count,sentence_count
2025-09-10,"Fairly average day at work, mostly just handled a client presentation without much excitement. Spent most of the day on a backlog of emails, nothing particularly noteworthy happened. Just an ordinary day overall.",5,5,4,"productivity, work, career",2025-09-10,"Fairly average day at work, mostly just handled a client presentation without much excitement. Spent most of the day on a backlog of emails, nothing particularly noteworthy happened. Just an ordinary day overall.","fairly average day at work, mostly just handled a client presentation without much excitement. spent most of the day on a backlog of emails, nothing particularly noteworthy happened. just an ordinary day overall.","['fairly', 'average', 'day', 'work', 'mostly', 'handled', 'client', 'presentation', 'without', 'much', 'excitement', 'spent', 'most', 'day', 'backlog', 'emails', 'nothing', 'noteworthy', 'happened', 'ordinary', 'day', 'overall']",33,212,3
2025-09-11,"Fairly lazy day overall, mixed a bit of rest with a few small chores.",6,3,2,"weekend, sleep",2025-09-11,"Fairly lazy day overall, mixed a bit of rest with a few small chores.","fairly lazy day overall, mixed a bit of rest with a few small chores.","['fairly', 'lazy', 'day', 'overall', 'mixed', 'bit', 'rest', 'few', 'small', 'chores']",14,69,1
2025-09-12,"Couldn't really relax today even though I had the time, mind was too restless.",2,2,2,"sleep, weekend",2025-09-12,"Couldn't really relax today even though I had the time, mind was too restless.","couldn't really relax today even though i had the time, mind was too restless.","[""couldn't"", 'relax', 'even', 'though', 'time', 'mind', 'too', 'restless']",14,78,1
2025-09-13,Felt physically great today after a solid gym workout routine. Went for a swim this morning and felt really energized for the rest of the day.,5,8,9,wellbeing,2025-09-13,Felt physically great today after a solid gym workout routine. Went for a swim this morning and felt really energized for the rest of the day.,felt physically great today after a solid gym workout routine. went for a swim this morning and felt really energized for the rest of the day.,"['physically', 'great', 'after', 'solid', 'gym', 'workout', 'routine', 'went', 'swim', 'morning', 'energized', 'rest', 'day']",26,142,2
2025-09-14,"Didn't get any swim in today and felt sluggish because of it. Woke up tired and skipped swim entirely, energy was low all day. Need to get more rest tonight.",4,3,3,"fitness, wellbeing",2025-09-14,"Didn't get any swim in today and felt sluggish because of it. Woke up tired and skipped swim entirely, energy was low all day. Need to get more rest tonight.","didn't get any swim in today and felt sluggish because of it. woke up tired and skipped swim entirely, energy was low all day. need to get more rest tonight.","[""didn't"", 'get', 'any', 'swim', 'sluggish', 'because', 'woke', 'tired', 'skipped', 'swim', 'entirely', 'energy', 'low', 'all', 'day', 'need', 'get', 'more', 'rest', 'tonight']",30,157,3
2025-09-15,"The assignment due date is coming up soon, feeling a mix of nervous and okay about it. Thinking about the presentation a lot today but haven't really started preparing yet.",6,7,5,"exam, deadline, anxiety",2025-09-15,"The assignment due date is coming up soon, feeling a mix of nervous and okay about it. Thinking about the presentation a lot today but haven't really started preparing yet.","the assignment due date is coming up soon, feeling a mix of nervous and okay about it. thinking about the presentation a lot today but haven't really started preparing yet.","['assignment', 'due', 'date', 'coming', 'soon', 'feeling', 'mix', 'nervous', 'okay', 'thinking', 'presentation', 'lot', ""haven't"", 'started', 'preparing', 'yet']",30,172,2
2025-09-16,Worked through a tricky problem involving correlation vs causation and felt genuinely satisfied once it worked. Grateful for how the day turned out.,9,10,9,python,2025-09-16,Worked through a tricky problem involving correlation vs causation and felt genuinely satisfied once it worked. Grateful for how the day turned out.,worked through a tricky problem involving correlation vs causation and felt genuinely satisfied once it worked. grateful for how the day turned out.,"['worked', 'through', 'tricky', 'problem', 'involving', 'correlation', 'vs', 'causation', 'genuinely', 'satisfied', 'once', 'worked', 'grateful', 'how', 'day', 'turned']",23,148,2
2025-09-17,Read through some notes on overfitting but didn't get much hands-on Python practice done.,7,10,7,study,2025-09-17,Read through some notes on overfitting but didn't get much hands-on Python practice done.,read through some notes on overfitting but didn't get much hands-on python practice done.,"['read', 'through', 'notes', 'overfitting', ""didn't"", 'get', 'much', 'hands', 'python', 'practice', 'done']",14,89,1
2025-09-19,"Looked into travel options for a local market, nothing booked yet. Thinking about planning a trip to a local market sometime soon, haven't decided yet.",6,4,4,"weekend, travel, adventure",2025-09-19,"Looked into travel options for a local market, nothing booked yet. Thinking about planning a trip to a local market sometime soon, haven't decided yet.","looked into travel options for a local market, nothing booked yet. thinking about planning a trip to a local market sometime soon, haven't decided yet.","['looked', 'into', 'travel', 'options', 'local', 'market', 'nothing', 'booked', 'yet', 'thinking', 'planning', 'trip', 'local', 'market', 'sometime', 'soon', ""haven't"", 'decided', 'yet']",25,151,2
2025-09-20,"Great day with a close friend, nothing planned but it turned out to be one of the better days recently.",7,8,7,"family, relationships",2025-09-20,"Great day with a close friend, nothing planned but it turned out to be one of the better days recently.","great day with a close friend, nothing planned but it turned out to be one of the better days recently.","['great', 'day', 'close', 'friend', 'nothing', 'planned', 'turned', 'one', 'better', 'days', 'recently']",20,103,1
2025-09-21,"Felt physically great today after a solid swim routine. Managed to fit in a good walk session, my energy levels were noticeably higher afterward.",7,4,7,"wellbeing, exercise",2025-09-21,"Felt physically great today after a solid swim routine. Managed to fit in a good walk session, my energy levels were noticeably higher afterward.","felt physically great today after a solid swim routine. managed to fit in a good walk session, my energy levels were noticeably higher afterward.","['physically', 'great', 'after', 'solid', 'swim', 'routine', 'managed', 'fit', 'good', 'walk', 'session', 'energy', 'levels', 'noticeably', 'higher', 'afterward']",24,145,2
2025-09-22,"Rough day at work — a few pending tickets kept getting delayed and I felt behind the whole time. Felt pretty drained after dealing with the project deadline, didn't get much else done.",3,4,4,career,2025-09-22,"Rough day at work — a few pending tickets kept getting delayed and I felt behind the whole time. Felt pretty drained after dealing with the project deadline, didn't get much else done.","rough day at work  a few pending tickets kept getting delayed and i felt behind the whole time. felt pretty drained after dealing with the project deadline, didn't get much else done.","['rough', 'day', 'work', 'few', 'pending', 'tickets', 'kept', 'getting', 'delayed', 'behind', 'whole', 'time', 'pretty', 'drained', 'after', 'dealing', 'project', 'deadline', ""didn't"", 'get', 'much', 'else', 'done']",33,184,2
2025-09-23,Struggled a lot with correlation vs causation — data visualization is starting to feel overwhelming.,5,2,4,python,2025-09-23,Struggled a lot with correlation vs causation — data visualization is starting to feel overwhelming.,struggled a lot with correlation vs causation  data visualization is starting to feel overwhelming.,"['struggled', 'lot', 'correlation', 'vs', 'causation', 'data', 'visualization', 'starting', 'overwhelming']",15,100,1
2025-09-24,Had a small disagreement with my family today which put a bit of a damper on the day. Today was harder than expected.,4,5,3,"weekend, relationships",2025-09-24,Had a small disagreement with my family today which put a bit of a damper on the day. Today was harder than expected.,had a small disagreement with my family today which put a bit of a damper on the day. today was harder than expected.,"['small', 'disagreement', 'family', 'which', 'put', 'bit', 'damper', 'day', 'harder', 'than', 'expected']",23,117,2
2025-09-25,Thinking about the job interview a lot today but haven't really started preparing yet.,7,4,4,"anxiety, exam",2025-09-25,Thinking about the job interview a lot today but haven't really started preparing yet.,thinking about the job interview a lot today but haven't really started preparing yet.,"['thinking', 'job', 'interview', 'lot', ""haven't"", 'started', 'preparing', 'yet']",14,86,1
2025-09-26,"Did a light swim session, nothing intense, just kept the habit going. Skipped my usual walk today but ate reasonably well. A fairly typical day, all things considered.",5,5,6,"fitness, wellbeing, exercise",2025-09-26,"Did a light swim session, nothing intense, just kept the habit going. Skipped my usual walk today but ate reasonably well. A fairly typical day, all things considered.","did a light swim session, nothing intense, just kept the habit going. skipped my usual walk today but ate reasonably well. a fairly typical day, all things considered.","['light', 'swim', 'session', 'nothing', 'intense', 'kept', 'habit', 'going', 'skipped', 'usual', 'walk', 'ate', 'reasonably', 'well', 'fairly', 'typical', 'day', 'all', 'things', 'considered']",28,167,3
2025-09-27,"Quiet day, spoke with an old friend for a bit over the phone.",7,5,4,"friends, relationships",2025-09-27,"Quiet day, spoke with an old friend for a bit over the phone.","quiet day, spoke with an old friend for a bit over the phone.","['quiet', 'day', 'spoke', 'old', 'friend', 'bit', 'phone']",13,61,1
